seed,step,queries,loss,maxq0,mean_q,eps,sec
2,128000,15.833,16.68046,-217.182,-224.671,0.05,498.3
2,130000,15.75,16.62373,-218.341,-224.819,0.05,506.4
2,132000,15.917,16.39231,-218.331,-225.597,0.05,514.7
2,134000,15.833,15.98215,-220.42,-226.599,0.05,522.9
2,136000,16.25,15.8882,-222.03,-227.992,0.05,531.1
2,138000,15.667,15.79684,-221.93,-227.791,0.05,539.2
2,140000,16.083,15.6965,-222.155,-228.756,0.05,547.4
2,142000,15.583,15.69893,-222.301,-229.365,0.05,555.6
2,144000,15.75,15.98466,-221.163,-229.217,0.05,563.8
2,146000,15.667,15.83967,-222.72,-229.817,0.05,572.0
2,148000,16.083,15.71139,-223.081,-229.536,0.05,580.2
2,150000,15.333,15.52738,-222.878,-228.692,0.05,588.4
2,152000,15.833,15.31608,-221.294,-228.985,0.05,596.5
2,154000,15.083,15.25294,-222.222,-229.643,0.05,604.7
2,156000,15.167,15.421,-222.572,-229.763,0.05,612.8
2,158000,14.583,15.78232,-222.889,-230.02,0.05,621.0
2,160000,15.083,16.19736,-220.937,-228.795,0.05,629.2
2,162000,16.167,16.5174,-219.809,-227.116,0.05,637.4
2,164000,16.167,16.61606,-219.655,-226.572,0.05,645.6
2,166000,14.833,16.45846,-219.475,-226.785,0.05,653.8
2,168000,15.667,16.3344,-220.726,-227.578,0.05,661.9
2,170000,15.75,16.06582,-219.723,-227.949,0.05,670.1
2,172000,16.083,15.84615,-220.792,-228.036,0.05,678.3
2,174000,14.583,15.64589,-221.527,-228.923,0.05,686.5
2,176000,16.333,15.55671,-221.603,-228.53,0.05,694.6
2,178000,16.083,15.40501,-220.108,-227.627,0.05,702.8
2,180000,15.417,15.90727,-219.837,-227.425,0.05,711.0
2,182000,16.083,16.30543,-219.661,-227.072,0.05,719.2
2,184000,16.0,16.67938,-219.086,-226.737,0.05,727.4
2,186000,15.583,16.79673,-219.323,-226.416,0.05,735.6
2,188000,14.583,16.52387,-220.295,-226.097,0.05,743.7
2,190000,15.667,16.20974,-219.461,-226.458,0.05,751.9
2,192000,16.083,15.85033,-219.36,-225.832,0.05,760.1
2,194000,15.25,15.51832,-218.034,-225.32,0.05,768.3
2,196000,15.583,15.07006,-219.768,-225.691,0.05,776.4
2,198000,15.833,15.16832,-218.531,-224.925,0.05,784.6
2,200000,15.0,15.34602,-218.183,-224.951,0.05,792.8
2,202000,14.667,15.9612,-218.469,-225.31,0.05,801.0
2,204000,16.167,16.4415,-219.372,-225.537,0.05,809.1
2,206000,16.0,16.55935,-220.212,-226.437,0.05,817.4
2,208000,15.833,16.56403,-220.844,-226.85,0.05,825.5
2,210000,15.833,15.83548,-220.214,-226.961,0.05,833.7
2,212000,15.75,15.32859,-220.741,-226.95,0.05,841.9
2,214000,15.333,15.01868,-220.993,-226.749,0.05,850.1
2,216000,15.667,14.7377,-220.232,-227.002,0.05,858.3
2,218000,16.0,14.89374,-221.613,-227.62,0.05,866.5
2,220000,15.917,15.08656,-221.254,-228.226,0.05,874.6
2,222000,14.833,15.10451,-220.608,-227.58,0.05,882.8
2,224000,15.667,15.14101,-220.295,-226.471,0.05,891.0
2,226000,14.917,15.25625,-219.385,-225.563,0.05,899.2
2,228000,15.083,15.37483,-218.456,-224.668,0.05,907.4
2,230000,14.917,15.62797,-218.308,-224.066,0.05,915.6
2,232000,16.25,15.86613,-218.202,-224.344,0.05,923.8
2,234000,16.333,15.6896,-219.302,-225.334,0.05,932.0
2,236000,15.667,15.75639,-219.682,-225.432,0.05,940.2
2,238000,14.833,15.80013,-220.786,-226.291,0.05,948.3
2,240000,15.25,15.67476,-222.108,-227.96,0.05,956.5
2,242000,15.333,15.60515,-221.956,-228.319,0.05,964.7
2,244000,16.083,15.44898,-221.12,-227.439,0.05,972.9
2,246000,16.0,15.379,-221.4,-227.503,0.05,981.1
2,248000,15.583,15.37179,-221.212,-227.282,0.05,989.3
2,250000,16.167,15.5362,-219.813,-226.597,0.05,997.5
2,252000,15.417,15.66826,-220.903,-226.731,0.05,1005.6
2,254000,16.0,15.6852,-220.251,-227.379,0.05,1013.8
2,256000,15.917,15.66181,-220.479,-227.071,0.05,1022.0
